frequency,energy
0.0,724.3256415737088
0.0025002500250025004,3.3049961208805207
0.005000500050005001,1.4648420906359887
0.007500750075007501,0.6770523704499062
0.010001000100010001,0.28373622053195585
0.012501250125012502,0.19175003022858897
0.015001500150015001,0.20756071850262492
0.017501750175017504,0.1525986111010719
0.020002000200020003,0.09942104301770598
0.022502250225022502,0.059349201399294164
0.025002500250025005,0.05150066833289563
0.027502750275027504,0.03874909665048976
0.030003000300030003,0.031660589975236984
0.032503250325032505,0.024812113135999403
0.03500350035003501,0.01813994045043622
0.0375037503750375,0.018054335554903763
0.040004000400040006,0.017433849356833394
0.04250425042504251,0.013709752130133736
0.045004500450045004,0.010994388997175848
0.04750475047504751,0.01036105200524979
0.05000500050005001,0.009032528724434502
0.052505250525052505,0.006654644419189158
0.05500550055005501,0.005330575737634098
0.05750575057505751,0.004813674847817829
0.060006000600060005,0.004199144606970709
0.06250625062506251,0.003799755292357088
0.06500650065006501,0.0034846180151059014
0.0675067506750675,0.003221416431656672
0.07000700070007002,0.0030241096292436703
0.07250725072507251,0.002954431328276982
0.075007500750075,0.0027664135808805
0.07750775077507752,0.0025996797930545952
0.08000800080008001,0.002469825919085323
0.08250825082508251,0.002328121327327684
0.08500850085008502,0.0021844890370246624
0.08750875087508751,0.0020787335978129005
0.09000900090009001,0.001979327217408047
0.09250925092509252,0.0018436799184562154
0.09500950095009501,0.0017301786752524546
0.09750975097509751,0.0016164112718010581
0.10001000100010002,0.001520549718896683
0.10251025102510251,0.0014418922905681288
0.10501050105010501,0.0013785939530026753
0.10751075107510752,0.0013138594908863686
0.11001100110011001,0.001251823947753089
0.11251125112511251,0.0011941363752980233
0.11501150115011502,0.001138851883990877
0.11751175117511752,0.0010916072235268824
0.12001200120012001,0.0010427065530488752
0.12251225122512252,0.000994858372200992
0.12501250125012503,0.0009477813253912772
0.1275127512751275,0.0009077645407649459
0.13001300130013002,0.0008691702107248095
0.13251325132513253,0.0008358704024459293
0.135013501350135,0.0008036747949345846
0.13751375137513752,0.0007710105671167065
0.14001400140014003,0.0007417523868219846
0.1425142514251425,0.0007134086725190941
0.14501450145014502,0.0006886639851260602
0.14751475147514753,0.0006659485274671588
0.15001500150015,0.000644734191240995
0.15251525152515252,0.0006229577628799326
0.15501550155015503,0.0006038981850901392
0.15751575157515751,0.0005863553193181754
0.16001600160016002,0.0005682694723897829
0.16251625162516253,0.0005501907410291435
0.16501650165016502,0.000533515405526836
0.16751675167516752,0.0005174406337365778
0.17001700170017003,0.0005014695707811185
0.17251725172517252,0.00048716418600085404
0.17501750175017503,0.00047290233707254596
0.17751775177517753,0.0004590198408822217
0.18001800180018002,0.000446248164418151
0.18251825182518253,0.0004342021550885968
0.18501850185018504,0.00042175267139384526
0.18751875187518752,0.0004104831255166057
0.19001900190019003,0.0003998319567796503
0.19251925192519254,0.00038859366762339213
0.19501950195019502,0.00037812040219592
0.19751975197519753,0.00036878698631492087
0.20002000200020004,0.0003594636643203174
0.20252025202520252,0.000349873783271847
0.20502050205020503,0.00034145955492436315
0.20752075207520754,0.00033354226025526356
0.21002100210021002,0.0003255750233211751
0.21252125212521253,0.00031785987297289355
0.21502150215021504,0.00031079945835864125
0.21752175217521752,0.00030362458556677444
0.22002200220022003,0.00029677905616379876
0.22252225222522254,0.00029033929574547507
0.22502250225022502,0.0002838384488193278
0.22752275227522753,0.0002774139623178383
0.23002300230023004,0.0002713596902207658
0.23252325232523252,0.0002656310608044169
0.23502350235023503,0.00025976682447890066
0.23752375237523754,0.0002543546979622262
0.24002400240024002,0.0002491906461728896
0.24252425242524253,0.00024391622340767238
0.24502450245024504,0.00023885181046917527
0.24752475247524755,0.00023409703229693084
0.25002500250025006,0.00022946141231571104
0.25252525252525254,0.00022483989321951922
0.255025502550255,0.00022048861561450815
0.25752575257525756,0.00021622902710425292
0.26002600260026004,0.00021211019142969764
0.2625262526252625,0.00020815576309824105
0.26502650265026506,0.00020432321500822524
0.26752675267526754,0.00020049191533417024
0.27002700270027,0.00019687015228879402
0.27252725272527256,0.00019333656461994607
0.27502750275027504,0.0001898439146040024
0.2775277527752775,0.0001863256974454945
0.28002800280028006,0.0001830211658490682
0.28252825282528254,0.00017980889437319846
0.285028502850285,0.0001765573414034873
0.28752875287528756,0.00017352280251081495
0.29002900290029004,0.00017052712138154608
0.2925292529252925,0.00016761950512283463
0.29502950295029506,0.0001646978238962013
0.29752975297529755,0.00016194556581641757
0.3000300030003,0.00015926187068417215
0.30253025302530256,0.00015661869281319125
0.30503050305030505,0.00015403579370497952
0.30753075307530753,0.00015159567820374094
0.31003100310031007,0.00014916558684315462
0.31253125312531255,0.0001467996850768115
0.31503150315031503,0.00014451648581281003
0.31753175317531757,0.00014223627742369877
0.32003200320032005,0.00014004841701450746
0.32253225322532253,0.00013787507525719948
0.32503250325032507,0.00013575600192945983
0.32753275327532755,0.00013363979690909501
0.33003300330033003,0.00013162499120826222
0.33253325332533257,0.00012961507057009428
